"ean","descricao"
"7897173019341","PASCOATTONE BELLO FORNO 300G FRUTAS"
"7898185410263","PASSA FIO DENTAL DENTALCLEAN 30UN LV30PG25"
"78907515","PASSA ROUP COMFORT 500ML REF SPRAY"
"78907508","PASSA ROUP COMFORT APLICAD 500ML"
"7896013102991","PASSA ROUPA SONHO REFIL 500ML"
"7898057831677","PASSA ROUPAS BLEACH 500ML"
"7898057831585","PASSA ROUPAS BLEACH 500ML GATILHO"
"3797","PASSA ROUPAS SONHO MACIEZ E PERFUME 500ML"
"7891242531529","PASSA ROUPAS UAU 500ML GATILHO"
"7898940257713","PASSADOR FIO POWERDENT C/30UN"
"7896292334137","PASSATA RUSTICA PREDILECTA SH 300G"
"7897517206567","PASSATA RUSTICA TOMATE FUGINI SH 300G"
"7891035032004","PASSE BEM ROUPAS 4 EM 1 500ML"
"7891035002441","PASSE BEM ROUPAS 4EM1 400ML REF"
"7897534833524","PAST ADESIVA AZULIM 3UN CITRUS"
"7897534833586","PAST ADESIVA AZULIM 3UN LAVANDA"
"7897534833548","PAST ADESIVA AZULIM 3UN MARINE"
"7891035525230","PAST ADESIVA HARPIC 3UNDS  PINHO"
"7891035525223","PAST ADESIVA HARPIC 3UNDS LAVANDA"
"7891035560767","PAST ADESIVA HARPIC LV3 PG2 LAVANDA"
"7891035560774","PAST ADESIVA HARPIC LV3 PG2 PINHO"
"7891035000140","PAST ADESIVA HARPIC LV5 PG4 5UNDS LAVANDA"
"7896058722505","PAST ADESIVA HIGIE PLUS 3UN CITRUS"
"7896058722529","PAST ADESIVA HIGIE PLUS 3UN EUCALIPTO"
"7896058722512","PAST ADESIVA HIGIE PLUS 3UN LAVANDA"
"7896058722499","PAST ADESIVA HIGIE PLUS 3UN MARINE"
"7894650938690","PAST ADESIVA PATO 3UN CITRUS"
"7894650940082","PAST ADESIVA PATO 3UN FLORAL"
"7894650013502","PAST ADESIVA PATO 3UN LAVANDA"
"7894650008393","PAST ADESIVA PATO 3UN+1 GTS AMOR"
"7894650008423","PAST ADESIVA PATO 3UN+1 GTS FERIAS"
"7894650012185","PAST ADESIVA PATO LV5 PG4 CITRUS"
"7896017847454","PAST SANIT ADESIVA DESODOR 3UN FRESH"
"7896017847423","PAST SANIT ADESIVA DESODOR 3UN LAVANDA"
"7896017847430","PAST SANIT ADESIVA DESODOR 3UN LIMAO"
"7896017847447","PAST SANIT ADESIVA DESODOR 3UN PINHO"
"7897434400345","PAST SANIT QODOR 3UN 10G FLORAL"
"7897434401175","PAST SANIT QODOR 3UN 10G LAVANDA"
"7897434401182","PAST SANIT QODOR 3UN 10G LIMAO"
"7897434401694","PAST SANIT QODOR 3UN 10G MARIINE"
"7898961803081","PASTA  AMENDOIM INTEGRAL CROC LIVRE D 400G"
"7897866010105","PASTA  AZ COLOR CLASSIC OF LARGA VERMELHA"
"7896452821897","PASTA  ELAST CRISTAL PLASCONY 180X245MM"
"7896452816725","PASTA  ELAST OFICIO AMAR PLASCONY 235X335CM"
"7896452816787","PASTA  ELAST OFICIO VERDE PLASCONY 235X335CM"
"7893095431742","PASTA  ELASTICO OFICIO 30 TRANSP TRUST"
"7897027202615","PASTA  ELASTICO OFICIO ROSA ACP  40MM REF 1424 245MMX335MMX40MM"
"7897027202639","PASTA  ELASTICO OFICIO VERDE ACP 40MM"
"7893590229424","PASTA  ELASTICO TRUST CRISTAL"
"7897832805131","PASTA ABA 1/2 OFICIO LINE COR VERMELHA  C/ELASTICO"
"7897832869553","PASTA ABA ELASTICO DELLO OF SECRETS PRETA"
"7897832869591","PASTA ABA ELASTICO DELLO OF SECRETS ROSA"
"7897832862745","PASTA ABA ELASTICO LB 4CM AZUL PASTEL LINHO SERENA COD 0249 BP 335X40X235MM"
"7897832862837","PASTA ABA ELASTICO ROSA PASTEL LB 4CM LINHO SERENA COD 0249 VVP 335X40X235MM"
"7898961803074","PASTA AMENDOIM LIVRE D 101KG INTEG"
"7898961803579","PASTA AMENDOIM LIVRE D 400G C/AVELA"
"7898961803067","PASTA AMENDOIM LIVRE D 400G INTEG NATURAL"
"7898961803401","PASTA AMENDOIM LIVRE D 400G LEITE TRUFADO"
"7898958201753","PASTA AMENDOIM SNACKOUT 450G C/MELADO"
"7898958201777","PASTA AMENDOIM SNACKOUT 450G CHOC TRUFADO"
"7898958201760","PASTA AMENDOIM SNACKOUT 450G DC LEITE TRUFADO"
"7898958201746","PASTA AMENDOIM SNACKOUT 450G INTEGRAL"
"7896072655001","PASTA AMERICANA MAVALERIO 800G"
"7897011508082","PASTA AMERICANA PASTAMIX 800G"
"7898516361431","PASTA ATUM MARIS CONG 1KG"
"7897866010013","PASTA AZ COLOR CLASSIC OF LARGA PRETA"
"7897866010174","PASTA AZ COLOR CLASSIC OF LARGA ROYAL"
"4713195007100","PASTA CATALOGO YES A4"
"4713195006691","PASTA COM PRENDEDOR A4 TRANSPARENTE 239X307X17MM YES CHAMIX"
"7891000349212","PASTA CR GALAK 101KG C/NEGRESCO PROF"
"7891000275184","PASTA CR KIT KAT 21KG CHOC"
"7891000304952","PASTA CR KITKAT 1KG CHOCOLATE PROF"
"7897832831161","PASTA CRISTAL DELLOPLAST A4"
"7897237364271","PASTA CRISTAL UN 30MM"
"7898961803241","PASTA DE AMENDOIM BRIGADEIRO LIVRE 450G"
"7898961803111","PASTA DE AMENDOIM CACAU+WHEY LIVRE 400G"
"7898961803234","PASTA DE AMENDOIM CHOC BRANCO LIVRE 450G"
"618231410446","PASTA DE AMENDOIM DR PEANUT 250G AVELA"
"619205816455","PASTA DE AMENDOIM DR PEANUT 250G BAIJINHO"
"619205816431","PASTA DE AMENDOIM DR PEANUT 250G BOMBOM ITALIANO"
"618341155633","PASTA DE AMENDOIM DR PEANUT 250G BUENISSIMO"
"618231410484","PASTA DE AMENDOIM DR PEANUT 250G ZERO"
"7898961803098","PASTA DE AMENDOIM GRANULADA CRUNCHY LIVRE D 1KG"
"7898269630211","PASTA DE GERGELIM TAHINE SESAMO TRAD 320G"
"7897027222040","PASTA ELAST ACP FINA FOSCA AZUL PASTEL"
"7897027222002","PASTA ELAST ACP FINA FOSCA ROSA PASTEL"
"7896452817012","PASTA ELAST PLASCONY 40MM OF CRISTAL"
"7897237363885","PASTA ELAST UN 332X232MM"
"7897832862356","PASTA ELAST.OF LINHO SERENA ROSA PASTEL"
"7897027202622","PASTA ELASTICA ROXA PASTEL UN"
"7897027202547","PASTA ELASTICO OFICIO 20MM AZUL REF 1422 AZ 245MMX335MMX20MM"
"7897027202578","PASTA ELASTICO OFICIO 20MM ROXO REF 1422 RX 245MMX335MMX20MM"
"7897027202585","PASTA ELASTICO OFICIO 20MM VERDE REF 1422 VD 245MMX335MMX20MM"
"7896181710202","PASTA INTEG AMENDOIM AMENDO POWER 500G"
"7896181711162","PASTA INTEGRAL DE AMENDOIM DACOLONIA AMENDO POWER CRUNCHY 500G"
"7897237350427","PASTA L DAC A-4 C/10 UN AZUL"
"7897237310421","PASTA L DAC A-4 C/10UN CRISTAL"
"7898959802355","PASTA MARINAR 400G ALHO"
"7898511020043","PASTA MULTIACAO VINTEX 500G"
"7897478446279","PASTA PLASTICA PP LINER 2MM 245X180X25MM"
"7897478446262","PASTA PLASTICA PP LINNER 1/2 OF 260MMX180MM"
"7897027202608","PASTA PLASTICO OFICIO 40MM LARANJA REF 1424 245MMX335MMX40MM"
"7896452836150","PASTA SANF PLASCONY CHEQUE 12 DIV.CRIST"
"7896452819948","PASTA SANFONADA PLASCONY A4"
"7898446731182","PASTA TERMICA"
"5592","PASTA TRASNPARENTE UN"
"7891164028787","PASTEIS APERITIVO AURORA 350G C/QUEIJO"
"9876543211293","PASTEIS APERITIVO IBICUITINGA 220G"
"7898963524120","PASTEIS BM ALIMENTOS 220G"
"8899746043707","PASTEIS FOLHADOS CROCANTE 170G APERITIVO"
"7898628270034","PASTEIS MASSAS PAULISTA 220G"
"7898246080473","PASTEIS RAINHA 200G APERITIVO"
"7898994748915","PASTEIS UCHOA 150G"
"8633","PASTEL DE CAMARAO (REST)"
"8634","PASTEL DE CARNE DE SOL (REST)"
"8635","PASTEL DE QUEIJO COALHO (REST)"
"7897534833562","PASTILHA  ADESIVA AZULIM C/03 UN FLORAL"
"24119","PASTILHA FREIO DT"
"7895144190167","PASTILHA MENTOS CLEAR BREATH PEPPERMINT105G"
"7898113910162","PASTILHA TRICOLO HIDROAZUL 200G PREMIUM"
"7896058597868","PASTILHAS CHOCOCANDY DORI 80G CONF"
"7899970401787","PASTILHAS ICE BREAKERS SEM ACUCAR 24G"
"7899970401800","PASTILHAS SABOR MIX MORANGO BLUEBERRY E FRAMBOESA ICE BREAKERS SOURS 24G"
"7908228803393","PASTILITAS FINI 90G MINI FRUTAS SORT"
"7908228803386","PASTILITAS FINI 90G MINI MORANGO"
"7896009301186","PATE ATUM COQUEIRO SH 170G  LIGHT"
"7896009301162","PATE ATUM COQUEIRO SH 170G C/AZEITONAS"
"7896009301179","PATE ATUM COQUEIRO SH 170G C/PIMENTA"
"7896009301193","PATE ATUM COQUEIRO SH 170G TRAD"
"7891167011861","PATE ATUM GOMES DA COSTA LT 150G AZEITONAS"
"7891167015012","PATE ATUM GOMES DA COSTA LT 150G DEFUMADO"
"7891167011854","PATE ATUM GOMES DA COSTA LT 150G LIGHT"
"7891167015029","PATE ATUM GOMES DA COSTA LT 150G PICANTE"
"7891167011847","PATE ATUM GOMES DA COSTA LT 150G TRAD"
"7891167831667","PATE ATUM GOMES DA COSTA SH 170G AZEITONAS"
"7891167831650","PATE ATUM GOMES DA COSTA SH 170G TRAD"
"7896029079607","PATE ATUM WHISKAS LT 290G"
"7893000004764","PATE DE FRANGO RESFRIADO SADIA"
"7893000004757","PATE DE PRESUNTO SADIA 100G"
"7896029079508","PATE PEDIGREE LT 290G CARNE"
"7896029079522","PATE PEDIGREE LT 290G FILHOTE CARNE/FRANGO"
"7896029079546","PATE PEDIGREE LT 290G FRANGO"
"7893000025653","PATE PEITO PERU SADIA 100G DEF"
"7894904357024","PATE SEARA 100G PEITO PERU"
"7894904573387","PATE SEARA 100G PRESUNTO"
"7896029079485","PATE WHISKAS 290G  PEIXE LATA"
"7896029079447","PATE WHISKAS 290G CARNE"
"7896029079461","PATE WHISKAS 290G FRANGO"
"7908399535376","PATINETE INFANTIL"
"7908399535864","PATINETE INFANTIL AZUL"
"8274021","PATINETE INFANTIL ROSA"
"4265","PATINHO BOVINO KG"
"7898302290242","PATINHO KG"
"7891515521868","PATINHO SUINO CONG IWP SADIA KG"
"7894650002520","PATO BLOCO P/CX ACOMPLADA 40G PINHO"
"7894650009178","PATO BLOCO P/CX ACOMPLADA 40G PINHO C/2UN"
"7894650002513","PATO BLOCO PARA CAIXA ACOPLADA MARINE REFIL SCJOHNSON 40G"
"7894650005705","PATO CAIXA ACOPLADA DUPLA ACAO 47G"
"7894650014196","PATO ESPUMA  ATIVA TROPICAL LIMPA E PERFUMA SCJOHNSON"
"7894650014189","PATO ESPUMA ATIVA CITRUS REFIL SCJOHNSON"
"7894650701409","PATO LIMPEZA PROF 500ML LAVANDA"
"7894650938249","PATO LIMPEZA PROFUNDA GEL FLORES ENCANTADAS SCJOHNSON 500ML"
"5579","PAVE CHOCOLATE KG (LANC)"
"7897013517754","PC Elgin New era Nano 3 Intel Celeron Dual Core J1800 4GB 120 SSD"
"7891157010737","PCIOLE FRUATTARE KIBON 60ML CAJA (REST)"
"7891075010161","PCIOLE FRUTTARE KIBON 60ML LIMAO (REST)"
"7896181709329","PE DE MOCA DACOLONIA 190G"
"7896336010515","PE DE MOLEQUE 110G CROCANTE"
"7896798603430","PE DE MOLEQUE BANANA BRASIL 20G"
"7896798603553","PE DE MOLEQUE BANANA BRASIL 20G CROCANTE"
"7896336006853","PE DE MOLEQUE CROCANTE 750 GR"
"7896181704508","PE DE MOLEQUE DACOLONIA 120G"
"7894566103502","PE DE MOLEQUE KIGAROT 45G"
"7898029659025","PE DE MOLEQUE POPULAR 800G CROCANTE"
"7898029655669","PE DE MOLEQUE POPULAR 800G PRETO"
"7898029655676","PE DE MOLEQUE POPULAR 800G TRAD"
"7896336000233","PE DE MOLEQUE SANTA HELENA 15KG"
"7898959029349","PE FRANGO TIJUCA BDJ 1KG"
"7896336006907","PE MOLEQUE STA HELENA 225G CROCANTE"
"7891095007981","PE MOLEQUE YOKI 306G"
"7894611149691","PE SUINO KG"
"7896029081112","PEDIGREE 900G AO LEITE"
"7896029083505","PEDIGREE ADULTO 900G CARNE E FRANGO"
"7896029082416","PEDIGREE ADULTO 900G CARNE VEGETAIS"
"7896029081105","PEDIGREE ADULTO AO LEITE KG"
"7896029008836","PEDIGREE ADULTO AO LEITE KG L20 P18"
"7896029082324","PEDIGREE ADULTO CARNE AO LEITE KG"
"789838516","PEDIGREE ADULTO CARNE AO LEITE KG"
"7896029075722","PEDIGREE ADULTO CARNE FRANGO E CEREAIS KG"
"7896029068182","PEDIGREE ADULTO CARNE VEGETAIS KG"
"7896029082447","PEDIGREE ADULTO RACAS PEQ 900G"
"7896029069141","PEDIGREE ADULTO RACAS PEQ KG"
"7896029068328","PEDIGREE ADULTOS SABOR CARNE E VEGETAIS 100% COMPLETO SACO 10.1KGS"
"7896029041956","PEDIGREE BISCROK 1KG ADULTO MULTI SABOR"
"7896029041970","PEDIGREE BISCROK 1KG ADULTO RACAS PEQUENAS"
"7896029041932","PEDIGREE BISCROK 500G MULTI SABOR"
"7896029043271","PEDIGREE BISCROK 500G RACAS GRANDES"
"7896029043387","PEDIGREE BISCROK 500G RACAS PEQUENAS"
"7896029008829","PEDIGREE CARNE AO LEITE KG"
"7896029009765","PEDIGREE CARNE VEGETAIS KG"
"7797453973311","PEDIGREE DENTASTIX 157G RACAS PEQUENAS"
"7896029052327","PEDIGREE DENTASTIX 45G PEQ"
"7896029083482","PEDIGREE FILHOTE 900G CARN/FRG/CRS"
"7896029006641","PEDIGREE FILHOTES PROTEINAS KG"
"7896029052303","PEDIGREE RODEO SABOR CARNE COM CALCIO E FIBRA CONTEM 4 UNDS 70G"
"7894768010608","PEDRA AFIAR CARBORUNDUM"
"49659010602","PEDRA AFIAR STARRET 200MM DP FACE"
"7898011975959","PEDRA AFIAR THOMPSON 150MM DP FACE"
"8090","PEDRA AMOLAR"
"12560","PEDRA AMOLAR STARRET"
"7896017824158","PEDRA ANTIMOFO MOFIL 1UN/25G"
"7896017813527","PEDRA ANTIMOFO MOFIL RF 2UN/25G"
"7894768010677","PEDRA DE AFIAR COMBINADA 328N 200X76X25"
"7898582290468","PEDRA HUME BELLA PHYTUS SPRAY 30ML"
"7893120756321","PEDRA HUME DUARTE 100G"
"7898395792289","PEDRA HUME FLORA 50G SACHE"
"7898677733917","PEDRA POMES NOVO VISUAL"
"789830371","PEDRA POMES P/PES SANTA CLARA 8CM"
"7897169201996","PEDRA POMES SANTA CLARA 1UN REF 199"
"7898910761783","PEDRA POMES TAQUINHO 9X3CM REF 0078"
"7896017823236","PEDRA SANIT DESODOR 1X25G BRISA FLORAL"
"7896017823229","PEDRA SANIT DESODOR 1X25G FLORAL"
"7896017823212","PEDRA SANIT DESODOR 1X25G LAVANDA BOUQUET"
"7896017823205","PEDRA SANIT DESODOR 1X25G LAVANDA FRESH"
"7896017821591","PEDRA SANIT DESODOR 1X40G BRISA FLORAL"
"7896017821546","PEDRA SANIT DESODOR 1X40G FLORAL"
"7896017821522","PEDRA SANIT DESODOR 1X40G LAVANDA BOUQUET"
"7896017821515","PEDRA SANIT DESODOR 1X40G LAVANDA FRESH"
"7894650013991","PEDRA SANIT GLADE 1X25G BOSQUE PINHO"
"7894650004241","PEDRA SANIT GLADE 1X25G BOUQUET LAVANDA"
"7891035560798","PEDRA SANIT HARPIC 1UN AQUA MARINE"
"7891035524271","PEDRA SANIT HARPIC 1UN BOSQUE/PINHO"
"7891035524240","PEDRA SANIT HARPIC 1UN FLORES CAMPO"
"7891035524189","PEDRA SANIT HARPIC 1UN LAVANDA"
"7891035002403","PEDRA SANIT HARPIC 20G C/2 PINHO"
"7891035000157","PEDRA SANIT HARPIC LV5 PG4 PINHO"
"7891035524233","PEDRA SANIT HARPIC PLUS 20G CITRUS EMB"
"7891035524349","PEDRA SANIT HARPIC PLUS 20G CLORO EMB"
"7891035002359","PEDRA SANIT HARPIC PLUS 20G LAV C/2 PROM EMB"
"7896058700251","PEDRA SANIT HIGIE 1U EUCALIPTO"
"7896058722314","PEDRA SANIT HIGIEPLUS 1UN EUCALIPTO"
"7896058722338","PEDRA SANIT HIGIEPLUS 1UN FLORAL"
"7896058700237","PEDRA SANIT HIGIEPLUS 1UN FLORAL C/REDE"
"7896058722321","PEDRA SANIT HIGIEPLUS 1UN JASMIM"
"7896058700244","PEDRA SANIT HIGIEPLUS 1UN JASMIM C/REDE"
"7896058722307","PEDRA SANIT HIGIEPLUS 1UN LAVANDA"
"7896058700268","PEDRA SANIT HIGIEPLUS 1UN LAVANDA C/REDE"
"7896021624775","PEDRA SANIT INSPIRA 1UN F CAMPO"
"7896021624782","PEDRA SANIT INSPIRA 1UN FRESCOR MONTANHA"
"7896021624768","PEDRA SANIT INSPIRA 1UN LAVANDA"
"70341318799","PEDRA SANIT LUME CLEAN 25G CITRICO FRUTAL"
"618341215405","PEDRA SANIT LUME CLEAN 25G FLORAL CAMPO"
"618341215412","PEDRA SANIT LUME CLEAN 25G LAVANDA JARDIM"
"618341215429","PEDRA SANIT LUME CLEAN 25G LV3PG2"
"618341215399","PEDRA SANIT LUME CLEAN 25G PINHO BOSQUE"
"7896017822031","PEDRA SANIT ODORIL 1X25G BRISA FLORAL"
"7896017822000","PEDRA SANIT ODORIL 1X25G FLORAL"
"7896017822024","PEDRA SANIT ODORIL 1X25G LAVANDA FRESH"
"7894650939598","PEDRA SANIT PATO 1X25G LAVANDA"
"7894650014288","PEDRA SANIT PATO 1X25G MARINE"
"7896440502142","PEDRA SANIT POLITRIZ 1UN EUCALIPTO"
"7896440502166","PEDRA SANIT POLITRIZ 1UN FLORAL"
"7896440502159","PEDRA SANIT POLITRIZ 1UN LAVANDA"
"7896440502173","PEDRA SANIT POLITRIZ 1UN TUTTI FRUTI"
"7897434400871","PEDRA SANIT QODOR 1UN EUCALIPTO"
"7897434400833","PEDRA SANIT QODOR 1UN FLORAL"
"7897434400864","PEDRA SANIT QODOR 1UN LAVANDA"
"7897434400840","PEDRA SANIT QODOR 1UN MARINE"
"7896001059016","PEDRA SANIT SANILUX 1X20G BRISA OCEANO"
"7896001059009","PEDRA SANIT SANILUX 20G LAVANDA"
"7896001059023","PEDRA SANIT SANILUX 20G PINHO"
"7898065731228","PEDRA SANIT SANYBRIL 25G CITRUS"
"7898065731204","PEDRA SANIT SANYBRILL 25G LAVANDA"
"7898065731211","PEDRA SANIT SANYBRILL 25G MARINE"
"7898973393020","PEDRA SANIT TUTTILIMP 1UN FLORAL"
"7898973393006","PEDRA SANIT TUTTILIMP 1UN FRESH"
"7898973393013","PEDRA SANIT TUTTILIMP 1UN MARINE"
"7899077913909","PEGA BALOES BRINKFEST AZUL"
"7899077910687","PEGA BALOES BRINKFEST BRANCO"
"7899077913947","PEGA BALOES C/10 CRISTAL"
"7899077911523","PEGA BALOES C/10 SORTIDOS"
"7899077913930","PEGA BALOES C/10VERMELHO"
"7899077913916","PEGA BRINKFEST BALOES AMARELO"
"7899077913961","PEGA BRINKFEST BALOES LARANJA"
"7899077913954","PEGA BRINKFEST BALOES LILAS"
"7899077910694","PEGA BRINKFEST BALOES ROSA"
"7899077913923","PEGA BRINKFEST BALOES VERDE"
"7898762000863","PEGADOR DCASA 20CM INOX"
"7898762000818","PEGADOR DCASA 285CM INOX"
"7896540016761","PEGADOR DCASA 33X35CM SILICONE"
"7898907775878","PEGADOR DE ASSADEIRA VISON"
"7899653781151","PEGADOR DE CARNES PREMIUM UN 125CM"
"7899653781113","PEGADOR DE MASSA 20 CM ORIGINAL"
"7898921403337","PEGADOR DE MASSA PLASTICO VERDE CLARO & VERDE LIMAO 17CM"
"7899653781090","PEGADOR DE SALADA 29 CM CX60 ORIGINAL"
"7898762000832","PEGADOR GELO DCASA 20CM INOX"
"7891060950861","PEGADOR GELO HERCULES PE30"
"7896479928555","PEGADOR GELO MARTINAZZO REF 50167"
"7899110968118","PEGADOR MACARRAO INOX  D CASA"
"7896042065083","PEGADOR MACARRAO PLASUTIL"
"7891060950885","PEGADOR MASSA 21CM HERCULES PE50"
"7891060950205","PEGADOR MASSA HERCULES UT31-007"
"7898781006235","PEGADOR MASSA SILICONE DCASA"
"7899110594867","PEGADOR MASSAS INOX FRATELLI"
"7899110598704","PEGADOR P/CHURRASCO FRATELLI 18CM"
"7899808884584","PEGADOR SALADA  PLASUTIL CRISTAL B2"
"7899808879566","PEGADOR SALADA PLASUTIL CRISTAL A1"
"7899808879016","PEGADOR SALADA PLASUTIL CRISTAL B1"
"7899808879290","PEGADOR SALADA PLASUTIL CRISTAL B4"
"7899751108836","PEGADOR SILICONE PREMIUM UN"
"6025","PEITO BOVINO C/OSSO KG"
"18309","PEITO DE FIESTA SEARA KG RECH ERVAS"
"7891164015589","PEITO DE FRANGO AURORA KG"
"5322","PEITO DE FRANGO DATERRA KG"
"7894904008339","PEITO DE FRANGO DEFUMADO SEARA KG"
"789835581","PEITO DE FRANGO DEFUMADO SEARA KG"
"7891515522377","PEITO DE FRANGO EM CUBOS SADIA 400G"
"7896733300837","PEITO DE FRANGO FRIATO CONG BDJ 1KG"
"7896733300875","PEITO DE FRANGO FRIATO KG"
"7898271055590","PEITO FRANGO BONASA CONGELADO 1KG"
"7898249770920","PEITO FRANGO MERCY KG"
"7891515602444","PEITO FRANGO PASSARINHA SADIA BDJ 1KG"
"7898249771460","PEITO FRANGO REGINA BDJ 1KG CONG"
"7891515521400","PEITO FRANGO SADIA 400G EM TIRAS"
"7891515574857","PEITO FRANGO SADIA 400G EMPANADISSIMO"
"7898930906188","PEITO FRANGO TIJUCA CONGELADO 1KG"
"7891515433703","PEITO PERU DEF FAT SADIA 200G"
"7891515513320","PEITO PERU DEFUMADO KG PERDIGAO"
"21809","PEITO PERU REZENDE KG DEFUMADO"
"7891515550912","PEITO PERU SADIA BDJ 800G BIFES TEMP"
"7893000696204","PEITO PERU SADIA KG DEFUMADO"
"7894904072408","PEITO PERU SEARA DEFUMADO KG"
"7898133040382","PEITORAL C/GUIA LUXO PGL-01"
"7898133040399","PEITORAL C/GUIA LUXO PGL-02"
"7898133040405","PEITORAL C/GUIA LUXO PGL-03"
"7898133040290","PEITORAL C/GUIA NYLON PCG-00"
"7898133040313","PEITORAL C/GUIA NYLON PCG-02"
"7898133040320","PEITORAL C/GUIA NYLON PCG-03"
"7898133040337","PEITORAL C/GUIA NYLON PCG-04"
"7898133040306","PEITORAL C/GUIA PCG-01"
"7898133040375","PEITORAL C/GUIA PGL-00"
"7898957638482","PEITORAL POLIESTER+GUIA N°"
"7898957638543","PEITORAL POLIESTER+GUIA N° 1"
"7898957638550","PEITORAL POLIESTER+GUIA N° 2"
"7898957638567","PEITORAL POLIESTER+GUIA N° 3"
"7898957638574","PEITORAL POLIESTER+GUIA N° 4"
"8496","PEIXE A DELICIA (REST)"
"7898945365055","PEIXE ABADEJO FILE SABOR NOBRE KG"
"5601809013809","PEIXE BACALHAU DESF RIBERALVES 500G"
"2219110","PEIXE BACALHAU KG"
"5601809013823","PEIXE BACALHAU LOMBO RIBERALVES 1KG"
"5601809013618","PEIXE BACALHAU SAITHE RIBERALVES 1KG"
"7102","PEIXE CAVALA CABECA/RABO KG"
"7899987859175","PEIXE CAVALA K.PESCA 1KG"
"7097","PEIXE CAVALA KG"
"7897753700102","PEIXE CAVALA POSTA DELICIAS DO MAR 1KG"
"7899987859427","PEIXE CAVALA POSTA K PESCA 1KG"
"7101","PEIXE CAVALA POSTA KG"
"7898213805320","PEIXE FILE MERLUZA MINERVA 600G S/PELE"
"7908237701901","PEIXE FILE MERLUZA MINERVA 600G S/PELE"
"7898213800516","PEIXE FILE MERLUZA MINERVA 800G S/PELE"
"7798098028084","PEIXE FILE MERLUZA MINERVA KG S/PELE"
"7898213807867","PEIXE FILE MERLUZA PUL 600G S/PELE"
"7898213807881","PEIXE FILE PANGA MINERVA KG"
"7908237700553","PEIXE MERLUZA FILE JESSY 800G"
"7047","PEIXE MERLUZA FILE S/PELE KG"
"14357","PEIXE PACU KG"
"7898213800684","PEIXE PANGA FILE MINERVA 800G"
"7898651960391","PEIXE PANGA FILE OCEANI 800G"
"7804643630326","PEIXE SALMAO CHILE FILE MINERVA KG"
"7373","PEIXE SERRA INTEIRO KG"
"26780","PEIXE SERRA KG"
"26663","PEIXE TAINHA KG"
"7898964995523","PEIXE TILAPIA FILE JC PESCADOS 400G"
"7898516366979","PEIXE TILAPIA FILE MARIS 600G"
"15723","PEIXE TILAPIA FILE REI PESCADOS KG"
"4109","PEIXE TILAPIA KG"
"7898507566531","PEIXE TILAPIA PONTE DO FAROL FILE 1KG"
"7897753700225","PEIXE TILAPIA POSTA DELICIAS MAR PCT 1KG"
"7891112003675","PEIXEIRA TRAMONTINA CARBON"
"7891112003026","PEIXEIRA TRAMONTINA DYNAMIC"
"4345","PEIXINHO KG"
"3484","PEIXINHO SANFONADO BDJ KG"
"7898287710025","PELICULA ADERENTE LUSAFILM 28X30CM"
"619659181918","PENDRIVE SANDISK 64GB"
"7899653781038","PENEIRA 16CM - INOX"
"7898626562322","PENEIRA 20CM - GRANDE"
"7899655077764","PENEIRA ACO INOX 20CM TUUT"
"7899850336468","PENEIRA ACO INOX 25CM CLINK"
"7898630253919","PENEIRA ARCA PLAST 15CM PRETO"
"7898630253889","PENEIRA ARCA PLAST 15CM VERM"
"7908677200491","PENEIRA ARCA PLAST 18CM ROSA"
"7898630253902","PENEIRA BRANCA 15CM MULTIUSO"
"7896359010325","PENEIRA COADOR SANREMO REDONDA REF 322 10.7CM"
"7896540019823","PENEIRA DCASA 135X26CM INOX"
"7898762001983","PENEIRA DCASA 14CM INOX"
"7898762001990","PENEIRA DCASA 20CM INOX"
"7896540019830","PENEIRA DCASA 29CM"
"7898626562292","PENEIRA GLASSBERG 11CM PEQUENA"
"7898626562308","PENEIRA GLASSBERG 14CM MEDIA"
"7898626568836","PENEIRA GLASSBERG 16CM MEDIA"
"7898626562391","PENEIRA GLASSBERG 9CM MINI"
"7899653781052","PENEIRA INOX 20CM"
"7899653781014","PENEIRA INOX ORIGINAL LINE 12CM"
"7899653781021","PENEIRA INOX ORIGINAL LINE 14CM"
"7899653781045","PENEIRA INOX ORIGINAL LINE 18CM"
"7908677200507","PENEIRA MULTIUSO 18CM VERDE"
"7898301665102","PENEIRA NYLON SBRISSA 12CM"
"7897420211016","PENEIRA NYLON SBRISSA 70 CM"
"7896042011899","PENEIRA PLASUTIL 12CM"
"7896042011905","PENEIRA PLASUTIL 16CM REF1190"
"7896042011882","PENEIRA PLASUTIL 7CM"
"7896359010318","PENEIRA SANREMO PLASTICO REF 323 145CM"
"7896359010301","PENEIRA SANREMO PLASTICO REF 324 185CM"
"7898100550531","PENEIRA SAO JORGE FUBA 25 ARO MAD"
"7898301663016","PENEIRA SBRISSA NYLON 12CM"
"7898301660145","PENEIRA SBRISSA NYLON 7CM C/CABO"
"8828","PENNE 150G (REST)"
"7897281200488","PENTE ANA MARIA"
"7897281200617","PENTE ANA MARIA CRISTAL"
"7897169249202","PENTE BARBER LOW WICK SANTA CLARA 20CM"
"7897281200686","PENTE CAB ANAMARIA PLAST"
"7891055139417","PENTE CAB CONDOR FINOS E LISOS"
"7896025523722","PENTE CAB MARCO BONI 1219 AFRO DENTES METAL"
"7896025500242","PENTE CAB MARCO BONI HIPER REF1434"
"7897169204058","PENTE CAB SANTA CLARA PLAST"
